File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
b05ce96e-cc42-420c-a4c5-ea8dd7d0e60e	68339551-7f92-4000-b0ca-d33669bb2c39.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV011	cfd76f9a-ce60-4ec7-8e6b-a8fc31	Primary Tumor
4e24b0c3-0b4a-49d8-ac94-013bbd266a0e	053f5fb2-8b5f-4252-82fd-ba167a58c23f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-2404	TCGA-25-2404-01A	Primary Tumor
7b4eb1bc-48a4-403f-8b11-1fd8019aa829	5ee01776-d2f8-433e-8dca-761151099491.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1565	TCGA-24-1565-01A	Primary Tumor
91221da3-9487-4b99-a7ff-b91bc8d07f43	5cf0bf40-6b9a-4bcb-a88f-7256a298c5ef.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-2414	TCGA-29-2414-01A	Primary Tumor
7ce010cb-4875-4206-8e87-38fe4f554917	01eac123-1e21-440d-9495-8b7a4166249f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1495	TCGA-13-1495-01A	Primary Tumor
3df27a43-00ba-4d91-bbfc-9fa96f754b1f	59633988-fe8b-4f38-a6ef-06910fef0846.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1892	TCGA-30-1892-01A	Primary Tumor
738c0226-8d63-4983-b8c6-c7780505091d	054352e9-a6fb-4f61-b524-2741017c2bbf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1721	TCGA-61-1721-01A	Primary Tumor
9cdd0ca9-dc8b-4d62-97c2-58de183816b8	72bb9902-d411-494f-98ca-0e273967b96a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1435	TCGA-24-1435-01A	Primary Tumor
a8b95cad-f709-4e4f-9923-8d23daeb5b30	eb4572b5-43a0-4d92-ab9c-1c5853710297.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-2084	TCGA-23-2084-01A	Primary Tumor
c35c128a-a616-495f-932a-2288197dd168	1fbaa35c-4ff8-49e4-8aed-4a20b408f840.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2008	TCGA-61-2008-02A	Recurrent Tumor
a221b3f3-49ea-49ba-8092-1d26848426b1	760e59a8-b3bb-4d63-9e0e-23b5023546a4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-0367	TCGA-09-0367-01A	Primary Tumor
824f26d9-bb67-44e0-a6a4-81f218054873	ff54b7b3-1622-43f7-a9b3-96a99384999b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-04-1648	TCGA-04-1648-01A	Primary Tumor
c3edec19-0c15-4ddf-9648-4827ca954615	7707599c-51ca-4801-adf9-1c9642254fdb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1783	TCGA-29-1783-01A	Primary Tumor
8c21b157-3f32-482d-a1ae-ea7f16cd76aa	75d8a8c7-bc64-48f4-8fe9-a0e7640e0b44.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	26OV009	35a345a4-e954-4c81-ae3f-7797cd	Primary Tumor
f2136b6d-aa60-45dd-ab08-dce0a912e091	39cf924a-ed8c-4a0e-a7a6-beea001be23b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV055	d109a3c0-350e-47f5-bda0-61899c	Primary Tumor
36ce98a8-db07-44bb-97ad-913f7b33cfcc	ec380f9e-879a-44cb-b16c-2a47417a09d0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV041	5b5c81b1-4e73-48d3-9469-108edd	Primary Tumor
d7beb3aa-1be2-4b39-88b2-836989cb2975	bea2f6be-177f-4454-8831-0d287cac265b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV039	ce1e5dfc-2ef1-4633-af93-5ea4d9	Primary Tumor
3f02773a-adc0-4143-a8cb-7dbc8324e99e	fe34f200-3a93-4521-aae1-e0038163b558.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	18OV001	a03d1103-b809-42c4-ad5c-5aff58	Primary Tumor
d20bf2a5-62b7-46d5-91d5-f47978b14245	ae0eb407-7bf5-4023-a297-470c93e15d3d.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	20OV005	3a380577-c134-47ba-a1ce-988d7c	Primary Tumor
90a2374d-ff6e-4973-b527-4db3dacc06c2	7849325e-0e51-4696-bd8e-14e0b0cf40e8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV039	8e17b45e-6a06-4e4e-913d-7b1edb	Primary Tumor
e4492863-f89d-4dc8-872e-fa2307ac7b21	ec380f9e-879a-44cb-b16c-2a47417a09d0.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV041	5b5c81b1-4e73-48d3-9469-108edd	Primary Tumor
da56256b-0fb4-4dc1-8ff5-ece250ab0d53	03ce636a-58d0-4038-8751-39540d4755c1.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV008	fbb41c94-aabd-49cc-90b2-882c3e	Primary Tumor
3df32033-e1b5-4526-acda-6978abdbf032	b065b395-20b6-4417-b4c8-d8161b5a9db2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV017	49bd51fe-48a1-4828-b66e-b30c38	Primary Tumor
c917f01d-077f-4203-973f-56b23d6c5da2	41060841-8b20-48b9-9bfc-fa669d36d635.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV013	95c2a5bf-a27b-4c83-8791-160e03	Primary Tumor
d7f2f548-1ec5-4c5e-803d-7ce7473cc61f	d1488c77-de3d-4bfe-aee9-7c398f62d8ec.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV040	f4034d75-d533-47c2-8453-068e37	Primary Tumor
97c386d7-bdf3-4133-8d05-1de7298e8628	0a55e89f-b443-4481-96ea-78d55cfa75dc.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	26OV011	44a9e976-f859-4a0d-9f4f-70b95b	Primary Tumor
e91c91ef-e166-4679-bda1-d6becc233ebc	bea2f6be-177f-4454-8831-0d287cac265b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV039	ce1e5dfc-2ef1-4633-af93-5ea4d9	Primary Tumor
e1f6345a-a873-48f3-8592-43f0c82b3c32	6854d633-589a-44ee-aa92-52c9771cef24.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV017	1a10c200-3895-4648-b951-94f99f	Primary Tumor
01302114-2e59-4695-8ec5-93883b9e8f44	09f70243-303e-4312-9913-ecc76f2cee3e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV021	fe83e13f-9754-403b-8f74-d6caf8	Primary Tumor
999f5278-bb66-41bc-a84d-b4a9f0bb9e13	30cff944-ebc0-425e-8cd2-e509ff218471.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV017	1a10c200-3895-4648-b951-94f99f	Primary Tumor
d8abc097-cbea-482a-883f-33a15411ed90	16ce29ef-a16f-49df-9ee1-630f229208f7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV019	2f901c90-617e-46da-9fac-d68369	Primary Tumor
15946d52-2509-434b-84ce-7de6fa2e3cd0	d2e8bf06-abd8-4703-a4a0-29cf6fe01d18.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV053	79b60f32-6cca-4cb6-9a1e-22a3ac	Primary Tumor
cb7cf62f-e9f6-43a3-9f55-37c0f0bc5109	b2838a0f-fdea-4d0e-b908-d09e866035f1.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV047	2a237fd4-f966-4563-bab1-61dbd7	Primary Tumor
cc69e5aa-01b2-4aee-9035-9e77d7d0e4fb	c2de32e3-b9bc-49e1-9dbe-8c09b48ff637.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV010	7c2aeacf-a30d-4104-b60a-7545ee	Primary Tumor
97fccc05-777d-481b-b612-101146f37d72	b2838a0f-fdea-4d0e-b908-d09e866035f1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV047	2a237fd4-f966-4563-bab1-61dbd7	Primary Tumor
dc8c3642-0779-44f4-afb4-0d16e29dc55b	7d9443ff-9ff5-415e-b327-bc71d6cbc4b3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV040	50997c44-1c8b-4d34-b535-4a6cc2	Primary Tumor
08f1862c-2010-4187-a602-804b85bc8ae8	04adbacc-4d08-42ff-b261-5262344b08f3.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	18OV001	a03d1103-b809-42c4-ad5c-5aff58	Primary Tumor
fbcee4d0-cf18-48b9-84f5-e20145b4dd19	00750dd8-841b-4c3f-baf2-e3782e8e4773.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV036	dd3a1c3b-6b49-4ec8-b6df-cdf22e	Primary Tumor
56c2e7a9-4174-4c95-9245-8b9688dc542d	32c77c11-20f5-4719-b668-b2da53c914c2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV035	2dc28da8-7ff1-4b9b-b5bd-17cc25	Primary Tumor
97908ab5-c398-481a-b7ba-3fe34fa21740	92f8c052-03c4-4811-8da0-04e3bb0853c5.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV040	927f0958-db5a-4bc5-92b7-2a3695	Primary Tumor
ffbf8f92-48fc-4bb9-bae2-50b27610235a	715d1493-6c47-4f20-bd62-c08d4f3870de.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV044	6c9a5bdc-0f0e-4cc8-aec5-63091c	Primary Tumor
dc7ab206-4581-4366-953e-84957c9c073e	c3f3e7b3-00dc-4c0e-8ffa-c1a48612d468.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	13OV004	1de8d3d8-fc0e-4be0-8aa7-127c7b	Primary Tumor
fdb618ed-c31d-4923-93d4-f7c228d32eba	bec22c57-3929-4fd0-8cf8-314cf4666719.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV022	27f3ca2d-a86f-479d-8e7e-5307c7	Primary Tumor
de513fbd-7da7-45aa-9dbd-69221b43cd3d	2a07ad59-da28-44da-8da9-d948186c99ff.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV015	6530147a-efe9-4df6-ac2f-03ece3	Primary Tumor
1c57d497-eceb-4a4d-a7ae-302cac8f9535	d5159274-e487-430f-8204-02653f41690c.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV029	d945689a-dcf3-44f4-a42f-1ded6d	Primary Tumor
